machine_id,shift,machine_age_years,maintenance_overdue_days,load_pct,rpm,temperature_c,vibration_mm_s,pressure_bar,sound_db,humidity_pct,failure_within_7_days
MCH-016,day,3.39,33.5,83.2,1498.0,73.9,2.16,5.97,80.5,41.9,0
MCH-013,day,7.42,0.0,62.4,1632.0,68.5,2.86,7.8,80.8,48.6,0
MCH-023,night,2.42,33.0,82.6,1109.0,56.4,6.19,7.23,79.7,61.1,0
MCH-030,day,9.11,11.3,73.9,1284.0,49.6,2.79,7.17,71.1,42.6,0
MCH-011,day,2.46,1.3,54.4,1778.0,83.1,1.53,6.96,84.5,22.7,0
MCH-027,night,6.36,16.6,69.6,1382.0,68.6,3.98,6.72,87.1,60.4,0
MCH-002,day,5.79,9.3,62.2,1344.0,51.0,5.87,7.52,71.1,48.7,0
MCH-002,day,6.59,14.1,64.1,1388.0,68.7,4.37,7.49,74.1,37.7,0
MCH-025,day,0.71,2.6,63.9,1341.0,69.6,1.66,7.4,76.8,64.4,0
MCH-011,night,10.52,14.6,80.5,1557.0,84.3,4.62,6.5,70.7,62.0,0
MCH-024,day,10.98,17.9,83.4,1343.0,68.6,1.33,5.91,76.3,59.6,0
MCH-015,night,3.03,12.3,50.8,1066.0,67.3,5.19,8.05,84.6,65.9,0
MCH-029,day,3.45,0.0,75.8,1364.0,87.4,4.82,6.96,65.1,37.8,0
MCH-028,day,11.25,13.3,92.3,788.0,88.5,1.13,6.18,77.7,55.7,0
MCH-013,day,7.99,14.9,70.3,1158.0,44.4,5.76,5.79,74.8,83.4,0
MCH-008,day,5.97,44.1,65.5,1915.0,64.0,0.9,8.06,70.6,61.4,0
MCH-021,day,0.87,9.1,77.9,1400.0,62.1,3.31,8.23,74.3,62.2,0
MCH-009,night,9.26,34.7,58.7,1275.0,57.0,5.52,8.31,78.2,44.2,0
MCH-028,night,6.53,18.6,77.4,1470.0,64.7,4.84,6.45,77.5,76.5,0
MCH-017,day,2.4,23.8,61.4,1652.0,42.0,6.77,8.3,79.7,55.7,0
MCH-025,day,8.81,35.5,58.1,1723.0,59.7,3.09,7.0,71.2,44.0,0
MCH-006,day,7.37,22.8,100.4,1376.0,54.3,3.65,8.36,71.3,48.4,0
MCH-002,day,11.05,33.5,86.4,1772.0,61.8,6.06,6.32,76.7,55.2,0
MCH-007,day,8.54,0.0,55.7,1945.0,74.6,4.27,9.22,86.3,63.9,0
MCH-020,night,9.21,27.6,97.5,1543.0,74.5,3.62,5.23,72.5,57.9,0
MCH-004,day,2.62,46.9,72.9,1602.0,48.1,6.55,8.68,74.6,95.0,0
MCH-022,night,7.26,18.0,61.9,1854.0,53.7,3.0,8.16,92.1,65.7,0
MCH-022,night,4.4,13.6,72.2,1174.0,45.4,4.98,7.23,73.1,32.1,0
MCH-010,night,3.35,13.0,89.5,1939.0,47.9,1.79,6.43,89.7,66.5,0
MCH-013,day,10.34,28.2,91.1,1008.0,63.9,3.64,7.2,62.2,79.6,0
MCH-020,day,3.95,24.6,56.9,1376.0,55.2,3.1,8.19,83.4,35.7,0
MCH-028,night,3.66,18.9,82.4,1894.0,60.1,5.45,6.63,87.5,74.4,0
MCH-029,day,3.91,0.0,98.5,1748.0,70.7,3.94,6.99,71.8,39.9,0
MCH-011,night,2.47,14.1,61.2,1648.0,65.2,6.09,7.66,92.3,50.9,0
MCH-019,night,10.82,15.1,82.0,1523.0,63.2,3.64,5.67,68.8,53.3,0
MCH-004,night,7.31,2.5,67.1,1691.0,58.2,2.96,7.5,84.4,75.9,0
MCH-009,day,7.36,25.5,81.9,1482.0,84.4,4.57,8.19,78.7,71.3,0
MCH-011,night,7.88,18.5,77.4,1668.0,70.0,0.2,7.3,78.7,66.8,0
MCH-023,day,2.72,9.8,75.2,1416.0,80.2,4.69,6.3,66.9,57.2,0
MCH-012,night,11.37,14.1,50.4,1629.0,85.4,5.39,7.27,81.3,80.6,0
MCH-012,day,9.39,25.5,62.7,1522.0,84.3,2.11,9.84,65.6,50.2,0
MCH-007,day,10.4,13.9,73.8,862.0,50.8,4.63,6.7,83.8,56.9,0
MCH-020,day,6.8,5.7,82.6,1539.0,38.9,2.34,4.33,90.4,55.3,0
MCH-017,night,9.64,12.7,70.5,1374.0,48.5,3.64,8.15,82.3,67.9,0
MCH-006,day,11.65,5.3,46.5,1393.0,68.6,4.28,8.24,87.0,56.3,0
MCH-012,night,11.17,26.6,96.4,1502.0,84.0,3.49,6.31,68.3,70.4,0
MCH-001,night,6.35,33.5,68.2,1406.0,73.9,1.27,6.54,68.4,80.8,0
MCH-028,day,9.37,22.1,40.3,1331.0,68.6,3.7,5.49,63.5,49.8,0
MCH-011,night,1.05,31.1,74.6,1450.0,64.9,5.96,4.62,68.4,87.2,0
MCH-012,night,11.31,26.0,104.0,1775.0,68.4,4.43,9.29,84.9,38.3,0
MCH-009,night,10.1,10.0,69.3,1120.0,72.6,7.09,7.6,72.4,73.9,1
MCH-005,night,9.19,21.6,61.4,1651.0,67.3,3.68,7.57,72.1,52.5,0
MCH-023,day,1.15,16.5,62.7,1402.0,71.4,2.57,6.78,93.4,57.0,0
MCH-008,night,3.57,2.3,92.9,1371.0,59.1,4.65,5.5,81.8,95.0,0
MCH-011,day,8.22,18.0,66.0,957.0,77.9,2.15,7.92,79.1,57.2,0
MCH-006,day,8.76,0.0,77.1,1414.0,67.3,3.73,6.61,82.2,43.0,0
MCH-012,day,3.39,0.0,78.4,1758.0,53.8,4.36,8.34,84.3,70.4,0
MCH-027,day,3.74,29.5,90.1,1561.0,60.1,5.77,6.04,62.4,69.1,0
MCH-021,day,3.08,11.4,81.5,1696.0,62.9,2.78,4.82,71.5,52.8,0
MCH-025,night,2.14,31.4,66.5,1499.0,68.2,2.42,7.81,77.6,42.2,0
MCH-021,night,9.38,31.8,93.0,1570.0,62.3,5.78,5.56,76.2,67.4,0
MCH-002,day,10.38,21.8,47.5,1015.0,64.0,2.18,6.57,85.2,53.6,0
MCH-022,night,2.63,16.6,78.8,1538.0,63.9,4.01,6.54,78.9,44.5,0
MCH-008,night,3.28,11.8,67.4,1833.0,67.0,5.69,6.71,91.3,47.1,0
MCH-002,day,4.88,0.0,55.9,1082.0,88.2,1.41,8.22,77.8,61.6,0
MCH-026,night,4.21,22.9,54.6,1492.0,78.2,3.97,8.52,75.8,37.6,0
MCH-030,night,10.22,32.4,62.0,1279.0,70.6,5.59,9.28,65.1,69.6,0
MCH-001,night,6.6,6.2,65.5,1750.0,71.0,2.98,6.98,76.1,65.8,0
MCH-023,day,11.57,30.6,76.4,936.0,59.9,3.56,6.12,78.9,64.4,0
MCH-007,day,0.7,25.1,68.7,1518.0,65.3,4.32,7.22,77.7,55.3,0
MCH-014,day,6.95,20.7,55.2,1184.0,52.0,4.77,6.79,68.9,72.0,0
MCH-011,day,2.98,24.1,58.6,1611.0,82.9,5.5,8.2,73.8,32.4,0
MCH-014,day,6.74,22.9,82.9,1577.0,52.5,4.34,7.2,75.0,63.0,0
MCH-019,day,3.61,16.6,77.1,1658.0,73.6,0.54,6.41,70.3,53.1,0
MCH-002,night,4.66,0.4,66.4,1788.0,63.2,7.08,6.04,89.3,58.5,0
MCH-030,day,10.14,39.2,99.7,1601.0,78.6,3.62,7.02,85.3,83.8,0
MCH-026,day,1.67,17.0,60.3,1695.0,52.6,4.55,8.4,84.3,65.9,0
MCH-009,day,10.4,14.7,70.0,1482.0,65.2,6.21,7.74,75.0,79.2,0
MCH-029,day,7.33,19.6,70.8,1476.0,81.8,2.71,8.8,63.9,68.4,0
MCH-026,night,8.72,0.0,93.0,1784.0,62.6,4.02,7.87,86.5,73.0,0
MCH-008,day,9.83,5.9,85.3,1580.0,59.9,4.7,6.79,74.9,45.4,0
MCH-004,night,4.54,14.0,84.1,1386.0,60.7,3.02,6.13,86.5,60.6,0
MCH-025,day,1.07,16.7,96.2,1187.0,49.9,5.31,7.45,69.9,33.5,0
MCH-013,night,1.91,39.2,72.3,1821.0,67.3,3.7,9.6,80.4,42.2,0
MCH-019,day,1.35,26.1,73.9,1666.0,63.7,5.32,7.85,85.7,27.8,0
MCH-029,day,10.67,31.5,50.2,950.0,49.4,6.14,7.82,71.9,71.7,0
MCH-006,day,8.89,35.7,52.3,1600.0,51.3,2.69,5.42,84.3,57.0,0
MCH-022,day,8.1,1.4,55.7,1017.0,61.0,4.47,5.99,73.0,58.4,0
MCH-002,day,2.87,7.1,69.5,1152.0,76.4,2.88,6.53,77.8,76.0,0
MCH-021,day,9.07,45.4,58.0,1639.0,65.5,0.73,9.32,74.5,81.9,0
MCH-024,night,5.77,25.3,93.4,1545.0,74.1,4.06,6.35,81.9,82.0,0
MCH-002,day,8.48,14.3,74.4,1180.0,63.8,1.39,5.25,83.9,53.5,0
MCH-016,day,10.49,12.4,55.7,1253.0,57.9,3.25,7.36,85.3,72.2,0
MCH-009,night,0.56,28.3,88.2,1426.0,66.7,1.43,6.63,70.0,50.6,0
MCH-023,night,10.8,31.3,110.0,1590.0,60.1,6.06,5.95,92.0,26.5,0
MCH-025,day,9.2,27.3,79.6,1386.0,60.2,7.67,7.74,82.2,42.5,0
MCH-007,day,10.59,26.9,62.7,1589.0,75.0,4.8,8.19,74.1,69.1,0
MCH-017,night,8.21,5.9,81.1,1357.0,71.2,5.06,5.69,79.3,23.4,0
MCH-006,day,7.7,26.1,84.8,2170.0,61.8,4.23,7.1,83.6,72.1,0
MCH-016,day,4.32,32.8,88.8,1570.0,87.1,2.33,6.96,87.3,48.9,0
MCH-007,day,10.27,48.1,59.9,979.0,79.2,2.91,6.88,72.8,69.8,0
MCH-011,night,1.9,0.0,60.1,1939.0,78.3,5.66,6.84,90.1,54.5,0
MCH-012,night,8.8,22.1,85.5,1475.0,62.1,5.66,5.84,69.0,76.5,0
MCH-014,day,5.86,43.0,83.7,1150.0,60.2,4.42,6.52,69.1,66.5,0
MCH-010,night,10.74,14.6,78.4,1283.0,60.2,2.95,8.74,71.3,51.6,0
MCH-011,day,8.49,4.8,76.4,1528.0,70.9,4.41,8.13,78.2,42.4,0
MCH-021,day,10.59,14.0,65.4,1347.0,70.3,2.42,4.96,69.5,64.1,0
MCH-005,night,9.79,34.7,58.1,1572.0,69.7,2.56,5.19,62.5,53.3,0
MCH-007,day,2.29,12.3,83.1,1401.0,72.2,3.07,7.3,84.2,46.3,0
MCH-015,night,6.55,18.8,67.5,1513.0,72.4,3.62,5.93,72.7,64.5,0
MCH-002,day,5.1,34.6,75.6,1435.0,72.2,1.19,9.72,78.2,26.6,0
MCH-015,day,1.06,6.7,86.3,1257.0,60.3,5.4,7.7,68.8,81.0,0
MCH-014,night,1.6,21.1,71.3,1329.0,71.9,2.53,5.43,87.9,69.6,0
MCH-011,day,3.1,43.0,72.7,1365.0,61.6,3.07,6.73,76.0,58.3,0
MCH-003,night,10.43,11.9,42.3,1139.0,65.3,4.01,7.66,76.4,62.0,0
MCH-008,day,7.24,18.6,42.0,1646.0,73.6,3.22,4.92,74.9,69.7,0
MCH-019,day,10.26,0.2,78.6,1499.0,66.5,5.66,8.6,65.8,48.4,0
MCH-004,night,5.53,11.0,80.9,1537.0,60.9,2.02,6.41,90.3,72.2,0
MCH-001,night,4.27,15.2,77.1,2088.0,60.7,2.51,5.77,87.8,46.7,0
MCH-003,day,7.25,21.5,94.6,1377.0,65.7,1.62,7.94,84.8,46.7,0
MCH-007,day,8.24,0.0,83.3,1147.0,64.6,6.84,5.17,65.7,62.3,0
MCH-016,day,5.64,0.0,63.9,1365.0,65.8,3.12,8.43,81.0,53.1,0
MCH-026,night,6.07,13.3,63.7,1485.0,77.7,2.89,6.81,86.0,74.9,0
MCH-023,night,2.67,54.3,84.1,1439.0,68.0,5.1,7.65,69.8,61.6,0
MCH-017,night,6.35,5.1,102.6,2011.0,67.0,3.66,6.1,77.5,35.5,0
MCH-008,day,3.46,40.5,66.0,1723.0,61.7,3.25,6.38,76.4,59.5,0
MCH-014,night,4.34,15.6,68.7,1458.0,68.8,5.45,7.91,89.4,60.7,0
MCH-014,night,3.94,30.9,66.3,1017.0,64.3,7.16,7.77,87.3,38.5,0
MCH-009,night,8.63,2.6,48.0,1625.0,82.8,2.35,9.07,80.3,57.9,0
MCH-007,day,7.38,0.0,62.1,1771.0,76.7,3.71,9.22,67.5,54.7,0
MCH-024,night,6.15,5.5,75.1,1608.0,66.5,1.04,8.31,84.0,61.7,0
MCH-009,day,8.2,0.0,61.9,829.0,67.7,3.97,8.16,77.3,48.6,0
MCH-030,day,8.56,11.8,74.1,1704.0,73.2,7.2,5.97,85.8,51.2,0
MCH-027,night,1.24,9.6,80.4,1144.0,63.6,5.32,7.56,62.0,67.5,0
MCH-010,day,5.83,7.8,89.3,1314.0,69.4,2.26,7.44,74.3,74.7,0
MCH-021,night,11.44,10.6,53.8,1519.0,72.1,5.59,6.53,79.8,63.7,0
MCH-024,day,9.19,26.5,71.1,1692.0,56.7,4.51,7.61,79.1,60.4,0
MCH-017,day,3.5,0.0,101.6,2093.0,54.0,5.97,5.23,79.4,63.0,0
MCH-019,night,11.76,30.3,77.0,1500.0,58.4,3.14,8.62,77.6,64.0,0
MCH-027,day,5.59,0.3,85.1,2231.0,71.9,5.86,6.64,77.7,41.2,0
MCH-012,day,2.59,28.0,64.4,1662.0,70.1,3.4,6.59,78.0,54.5,0
MCH-015,day,7.03,12.4,76.3,1846.0,61.1,3.77,7.81,81.1,67.0,0
MCH-003,day,3.32,11.2,66.7,2056.0,78.5,6.04,8.52,70.0,38.4,0
MCH-009,day,1.16,38.0,93.3,1389.0,52.7,1.55,6.96,75.3,59.0,0
MCH-002,day,3.1,26.9,80.5,1277.0,57.0,7.0,7.32,81.2,65.0,0
MCH-023,day,5.88,40.5,68.1,1406.0,51.0,1.85,5.79,69.6,63.2,0
MCH-001,day,10.19,1.4,97.7,1463.0,65.6,2.04,7.58,82.4,40.5,0
MCH-013,day,2.72,13.0,89.7,1485.0,79.0,7.0,5.1,85.2,79.2,0
MCH-005,night,7.89,17.4,89.1,1335.0,60.9,6.18,9.05,93.7,63.3,0
MCH-030,night,4.9,22.7,97.9,1201.0,74.5,6.2,6.62,82.4,67.6,1
MCH-008,day,1.9,0.0,87.7,1463.0,62.8,2.7,6.7,83.5,66.8,0
MCH-008,night,6.64,5.3,54.7,1653.0,43.5,3.78,7.3,72.0,29.4,0
MCH-006,day,6.85,0.0,78.6,756.0,47.6,6.32,6.47,95.6,41.4,0
MCH-024,day,8.99,26.1,91.5,1475.0,78.2,4.57,8.13,88.8,84.9,0
MCH-004,day,3.26,28.3,68.5,1895.0,73.0,3.32,6.99,78.5,46.3,0
MCH-025,night,5.24,28.5,63.3,1866.0,79.1,5.55,5.48,75.5,68.3,0
MCH-008,day,1.3,0.0,72.5,1887.0,61.0,3.88,8.33,84.0,59.0,0
MCH-021,night,6.92,0.0,86.7,1359.0,80.6,5.84,6.37,73.3,55.3,0
MCH-015,day,6.49,21.3,81.8,1597.0,58.6,7.6,5.05,78.9,85.8,0
MCH-009,day,2.11,30.5,49.2,1234.0,62.7,4.76,7.77,73.1,55.4,0
MCH-027,day,4.28,13.4,67.3,1623.0,87.9,4.42,6.72,75.9,60.0,0
MCH-004,day,0.86,19.8,98.1,1465.0,65.1,3.49,5.57,72.6,76.2,0
MCH-023,day,3.47,0.0,69.2,1659.0,69.6,5.64,8.55,74.9,95.0,0
MCH-014,day,0.72,14.8,72.9,1429.0,72.5,5.09,8.12,83.4,77.3,0
MCH-029,day,4.24,23.4,56.4,1968.0,54.9,4.69,9.04,82.8,60.8,0
MCH-007,day,7.55,0.0,64.3,1742.0,62.5,3.2,7.93,89.6,50.9,0
MCH-022,night,2.07,22.2,47.6,1441.0,71.3,1.72,5.79,81.9,49.3,0
MCH-019,night,3.67,26.1,49.5,1053.0,63.8,1.43,9.18,76.5,48.4,0
MCH-027,day,4.22,55.5,64.7,1646.0,51.9,3.7,6.83,81.8,15.0,0
MCH-017,day,10.33,0.8,77.7,1322.0,59.5,4.59,5.51,93.2,35.0,0
MCH-014,day,2.71,28.4,65.3,1053.0,90.6,3.9,5.49,79.4,56.6,0
MCH-015,night,1.96,19.4,52.5,1102.0,50.6,5.18,7.43,71.5,82.4,0
MCH-021,day,8.15,27.6,77.3,1265.0,66.0,4.06,7.71,90.1,75.9,0
MCH-004,day,10.47,21.4,69.7,1369.0,69.5,3.74,4.36,89.3,56.2,0
MCH-027,day,6.18,39.8,100.2,1603.0,74.0,4.44,8.26,58.5,57.9,0
MCH-015,night,7.92,20.2,78.8,1514.0,74.3,1.67,6.85,77.8,52.1,0
MCH-017,day,9.9,0.0,78.5,1807.0,77.2,3.01,7.11,73.7,44.9,0
MCH-025,night,2.88,0.0,82.0,1938.0,72.1,1.98,6.28,63.2,66.2,0
MCH-006,night,0.54,11.7,49.5,1664.0,82.2,4.24,4.91,75.5,60.4,0
MCH-020,day,5.6,26.8,83.4,1373.0,64.4,2.91,7.3,90.0,57.8,0
MCH-009,night,0.7,15.8,79.6,1347.0,64.1,7.74,8.22,71.9,67.1,0
MCH-019,night,3.68,23.9,77.9,1013.0,73.9,5.55,9.64,85.4,51.6,0
MCH-018,day,2.64,5.2,56.0,1156.0,49.5,4.97,9.58,94.4,44.4,0
MCH-020,night,4.72,36.5,77.7,1347.0,72.2,2.52,4.56,83.7,52.4,0
MCH-012,day,0.87,9.5,84.2,1267.0,77.2,6.4,4.83,87.1,91.0,0
MCH-017,day,10.65,27.0,85.8,1143.0,60.5,1.87,7.48,75.5,52.3,0
MCH-029,day,4.44,0.0,65.9,1156.0,63.4,3.92,6.47,66.6,55.0,0
MCH-015,day,7.0,8.5,62.0,1380.0,85.6,3.91,5.25,80.4,79.0,0
MCH-023,night,1.0,19.3,61.0,1519.0,55.6,2.5,7.84,69.9,66.6,0
MCH-001,night,11.28,44.5,60.1,1038.0,68.9,4.28,8.97,84.2,45.3,0
MCH-004,day,5.49,51.6,38.9,1674.0,54.8,2.31,8.38,72.1,68.4,0
MCH-015,day,2.67,21.0,99.2,1612.0,43.1,6.39,8.42,75.1,69.5,0
MCH-005,night,6.86,31.9,43.7,1305.0,66.0,0.86,5.21,77.7,62.2,0
MCH-015,day,6.92,0.0,39.6,1482.0,97.2,5.06,7.02,88.5,61.5,0
MCH-030,night,10.9,23.9,87.5,1443.0,59.7,3.1,6.24,69.7,70.5,0
MCH-010,day,3.61,0.0,70.7,1287.0,72.9,4.56,8.01,69.6,52.6,0
MCH-014,day,5.08,6.6,43.3,1202.0,71.1,4.31,4.69,86.4,54.9,0
MCH-002,night,7.18,12.5,69.3,1504.0,58.3,3.28,9.04,84.0,64.7,0
MCH-004,day,10.87,10.8,56.1,1200.0,46.9,5.29,7.76,90.7,64.6,0
MCH-003,day,0.52,16.8,55.7,1258.0,60.9,3.73,5.07,78.7,78.0,0
MCH-015,day,8.6,15.8,52.4,1769.0,76.2,3.69,6.48,76.8,43.6,0
MCH-018,day,8.34,2.4,84.4,927.0,87.9,3.02,6.99,72.8,41.6,0
MCH-022,day,8.31,13.1,73.6,1386.0,73.0,3.05,5.19,63.7,65.7,0
MCH-014,night,3.5,0.5,77.3,1703.0,64.1,5.48,6.1,66.7,37.2,0
MCH-004,night,8.0,36.4,98.7,1862.0,69.9,6.23,7.23,83.5,48.4,0
MCH-027,night,1.46,10.9,79.5,1247.0,51.7,0.46,8.15,65.3,65.4,0
MCH-021,night,4.71,36.1,39.8,1482.0,70.3,6.93,7.37,89.1,45.5,0
MCH-028,day,5.91,8.3,59.4,1095.0,76.3,4.78,7.52,75.0,53.5,0
MCH-005,night,2.86,20.5,67.3,1982.0,69.0,0.68,6.69,85.9,43.2,0
MCH-018,night,4.48,3.0,60.9,1690.0,60.8,3.63,6.79,80.7,19.4,0
MCH-001,day,6.15,32.9,60.6,1870.0,61.1,3.26,5.39,87.2,65.3,0
MCH-012,night,7.36,14.9,90.0,1370.0,81.0,2.91,8.21,92.5,77.4,0
MCH-025,day,6.56,0.0,49.4,1062.0,68.2,4.55,8.32,82.4,48.7,0
MCH-001,night,6.61,33.8,55.6,1664.0,79.2,3.85,6.32,72.1,86.1,0
MCH-025,day,9.52,2.6,84.2,1305.0,68.1,5.54,9.63,82.2,61.3,0
MCH-006,day,11.38,35.5,84.8,1706.0,68.7,3.12,8.01,77.5,44.0,0
MCH-016,day,1.99,20.7,88.8,1503.0,70.1,4.89,4.72,64.7,34.0,0
MCH-005,night,4.99,0.0,50.6,1251.0,75.8,4.78,6.12,81.2,45.3,0
MCH-028,night,2.99,11.7,91.1,1615.0,60.9,4.26,5.84,76.5,49.1,0
MCH-011,night,11.47,49.7,60.7,1219.0,66.5,5.31,8.0,90.0,72.9,0
MCH-028,night,4.12,25.6,71.7,1196.0,72.5,3.65,6.51,71.9,74.0,0
MCH-030,night,1.17,6.6,85.9,1899.0,62.8,3.9,8.26,93.4,68.2,0
MCH-013,day,8.36,11.8,50.2,1722.0,69.4,2.71,6.49,91.4,56.8,0
MCH-028,day,1.81,3.9,87.0,1516.0,74.5,6.13,6.32,79.0,54.4,0
MCH-009,day,2.15,36.8,90.8,1578.0,74.3,8.09,5.75,79.1,89.5,1
MCH-011,day,2.63,12.5,51.6,1110.0,88.5,4.18,6.5,83.3,76.3,0
MCH-024,day,5.03,6.9,84.1,1892.0,77.2,6.1,6.89,64.1,50.7,0
MCH-012,night,1.98,10.5,63.7,1493.0,67.5,6.03,6.65,78.9,28.0,0
MCH-018,day,7.09,17.3,93.8,1570.0,57.2,2.45,6.04,86.0,72.0,0
MCH-002,day,3.34,16.8,55.3,1372.0,64.3,4.71,6.28,73.2,81.0,0
MCH-018,night,1.68,0.6,66.7,708.0,71.4,5.49,5.81,71.7,62.1,0
MCH-030,night,8.83,29.6,66.6,1548.0,64.1,5.34,7.3,73.0,46.7,0
MCH-010,day,5.67,29.9,45.1,1764.0,75.5,2.67,6.43,77.9,43.2,0
MCH-021,day,11.74,27.4,71.2,1862.0,69.8,2.77,6.08,82.8,78.8,0
MCH-010,day,3.26,5.4,53.5,1540.0,61.6,2.94,5.94,86.0,45.9,0
MCH-025,day,9.03,13.7,55.9,1683.0,75.1,1.76,7.63,80.7,71.4,0
MCH-002,day,10.28,0.0,93.8,1357.0,74.5,6.09,3.67,81.6,54.0,0
MCH-009,day,3.42,1.0,70.8,973.0,59.7,4.81,6.29,72.4,56.8,0
MCH-015,day,6.14,0.0,61.0,1565.0,60.0,4.91,7.14,76.9,78.2,0
MCH-003,night,4.85,23.7,75.3,1381.0,64.1,1.83,5.54,80.7,47.1,0
MCH-002,day,5.2,1.2,56.3,1643.0,64.5,5.85,8.57,72.8,70.7,0
MCH-022,day,6.46,51.5,77.7,2044.0,61.1,3.08,6.68,81.4,47.8,0
MCH-019,day,8.03,13.9,65.3,1517.0,73.9,6.17,7.98,74.0,71.0,0
MCH-001,day,4.77,29.2,60.9,1038.0,86.0,4.51,6.42,92.6,90.2,1
MCH-019,night,3.15,32.2,74.9,1916.0,66.2,5.32,8.05,77.2,70.5,0
MCH-010,day,11.59,11.7,70.0,1470.0,56.4,5.28,5.59,86.9,52.2,0
MCH-025,day,11.05,7.4,83.6,1408.0,72.7,6.48,8.03,69.4,49.3,0
MCH-027,night,9.55,29.9,69.4,1241.0,54.7,6.55,7.72,65.0,70.2,0
MCH-004,night,8.38,13.6,82.7,1687.0,76.0,2.14,9.13,74.3,59.7,0
MCH-019,night,3.47,21.4,62.5,1349.0,55.4,4.88,8.22,75.1,70.9,0
MCH-026,day,3.8,18.1,85.3,1632.0,52.7,5.75,7.84,85.1,75.3,0
MCH-023,night,0.72,13.5,63.4,1678.0,56.2,3.08,4.67,86.1,78.3,0
MCH-010,day,4.19,44.9,48.9,1427.0,68.9,4.14,6.59,90.9,24.2,0
MCH-003,day,1.4,25.2,95.4,1158.0,54.0,5.01,6.96,87.7,52.4,0
MCH-018,night,2.18,16.1,86.5,1713.0,69.2,2.57,6.26,65.4,52.6,0
MCH-002,night,0.5,21.3,63.3,1743.0,58.0,1.42,5.82,94.4,41.9,0
MCH-019,day,2.65,42.4,67.6,1614.0,68.5,1.76,4.6,81.9,85.3,0
MCH-016,night,2.3,27.4,91.1,1202.0,56.9,5.1,6.82,62.6,43.3,0
MCH-006,day,4.22,9.9,69.3,1124.0,82.7,1.81,8.75,87.5,72.4,0
MCH-005,day,9.19,23.1,44.6,1500.0,76.2,2.77,6.61,71.0,50.6,0
MCH-024,day,4.52,23.0,99.6,1769.0,37.0,6.75,8.57,72.1,51.1,0
MCH-025,day,1.7,2.8,61.0,1757.0,71.1,4.77,8.58,87.9,74.7,0
MCH-021,night,1.3,0.0,65.3,1664.0,64.1,3.36,5.65,86.0,66.8,0
MCH-024,day,11.95,0.0,76.2,1467.0,61.3,0.34,8.0,83.3,57.8,0
MCH-004,night,1.64,29.7,85.9,1108.0,93.0,4.7,7.52,82.0,65.9,0
MCH-014,day,8.57,49.7,72.9,1721.0,69.9,2.25,8.28,80.8,23.0,0
MCH-027,day,6.46,58.7,94.5,1377.0,68.1,4.75,6.23,79.5,55.7,0
MCH-008,night,5.86,20.7,67.2,1585.0,66.7,2.6,5.74,82.2,15.0,0
MCH-003,night,6.02,24.4,78.6,1382.0,73.0,3.96,5.96,77.2,78.6,0
MCH-023,day,10.1,29.5,62.0,862.0,67.2,3.6,7.83,82.3,75.1,0
MCH-014,day,6.12,22.7,92.5,1529.0,76.1,6.17,8.61,93.0,50.0,0
MCH-003,day,3.21,29.8,54.8,1323.0,86.9,4.79,5.69,76.5,29.5,0
MCH-013,night,2.18,10.1,63.6,1236.0,60.7,7.16,5.54,89.8,52.7,0
MCH-004,night,0.92,23.8,89.8,1319.0,66.8,4.96,7.09,78.5,72.4,0
MCH-026,day,2.02,13.5,65.3,1511.0,68.4,2.9,4.17,70.1,49.2,0
MCH-015,night,8.51,1.1,82.5,1631.0,61.6,5.64,5.13,94.8,64.1,0
MCH-004,night,2.49,30.9,59.8,1316.0,81.9,3.26,8.32,78.9,55.3,0
MCH-006,night,7.24,0.0,60.0,1322.0,71.5,4.82,7.66,86.8,35.2,0
MCH-019,night,7.06,21.0,72.6,1650.0,55.4,5.31,6.61,67.4,64.8,0
MCH-008,night,9.77,0.0,98.5,885.0,72.6,6.46,7.71,67.3,80.2,0
MCH-026,night,7.77,1.8,74.5,1433.0,49.5,2.17,7.62,67.2,56.8,0
MCH-007,day,10.37,16.5,68.6,1632.0,63.5,7.29,5.32,88.0,45.8,0
MCH-030,day,3.65,18.2,54.5,1150.0,72.5,4.38,8.47,91.8,34.0,0
MCH-022,day,1.21,19.9,77.2,1538.0,74.8,4.57,6.53,79.1,74.0,0
MCH-003,day,11.02,13.8,72.5,1246.0,66.5,3.32,6.87,74.4,66.4,0
MCH-016,day,3.31,12.3,48.9,1728.0,71.6,4.46,8.7,83.7,45.4,0
MCH-021,day,6.53,17.5,64.3,1365.0,76.4,4.53,7.79,76.1,52.5,0
MCH-001,day,10.96,12.4,58.1,1760.0,62.4,0.2,7.72,56.4,41.8,0
MCH-011,day,6.52,41.2,71.0,1545.0,57.4,5.15,6.51,68.4,38.7,0
MCH-016,night,4.36,23.7,101.9,1529.0,61.1,5.16,8.09,79.1,59.1,0
MCH-012,day,5.18,67.3,69.9,1359.0,69.1,3.76,7.16,88.3,56.0,0
MCH-012,night,3.52,15.6,43.1,1102.0,72.3,4.74,5.67,88.3,40.2,0
MCH-001,day,3.03,9.1,71.6,783.0,57.0,3.07,8.57,71.5,60.9,0
MCH-003,night,2.95,37.5,68.8,1181.0,75.8,3.43,7.49,56.3,69.6,1
MCH-010,night,8.29,23.1,100.2,1360.0,73.0,6.55,6.27,86.0,57.7,0
MCH-012,day,4.24,0.0,73.9,1343.0,58.2,3.13,8.06,92.7,60.2,0
